implementation_id,surface,functional_area,route_method,route_path,route_file,handler,view_path,layout,device_support,screen_kind,state,auth_required,rbac_permissions,facility_scope,department_scope,reachable,reachability_evidence,partials,client_js,implementation_substance,notes
ACV7-IMPL-0117,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/diagnosis,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/diagnosis-entry-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.diagnosis.manage,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0118,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/order/lab,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/create-laboratory-request-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.order.create,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0119,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/order/prescription,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/create-prescription-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.order.create,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0120,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/encounter/:encounterId/order/radiology,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/create-radiology-request-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.order.create,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0121,AUTHENTICATED_APP,CLINICAL,GET,/app/clinical/alerts,src/activeclinic/http/activeClinicClinicalRoutes.js,,views/activeclinic/app/clinical-escalation-alert-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.alert.view,true,clinical,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0122,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-dashboard-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0123,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/catalogue,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-catalogue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0124,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/catalogue/:id,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-medicine-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0125,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/catalogue/new,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-add-medicine-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.manage,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0126,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/inventory,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-inventory-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.inventory.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0127,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/alerts/low-stock,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-low-stock-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.inventory.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0128,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/alerts/expiry,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-expiry-alerts-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.inventory.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0129,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/queue,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-prescription-queue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0130,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/prescriptions/:id,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-prescription-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.view,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0131,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/prescriptions/:id/dispense,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-dispense-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.pharmacy.dispense,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0132,AUTHENTICATED_APP,PHARMACY,GET,/app/pharmacy/inventory/receive,src/activeclinic/http/activeClinicPharmacyRoutes.js,,views/activeclinic/app/pharmacy-receive-stock-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.inventory.manage,true,pharmacy,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0133,AUTHENTICATED_APP,DIAGNOSTICS,GET,/app/diagnostics,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-hub-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view|activeclinic.radiology.view|activeclinic.diagnostics.view,true,diagnostics,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0134,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-laboratory-dashboard-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0135,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/queue,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-laboratory-queue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0136,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/worklist,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-laboratory-worklist-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0137,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/request/:requestId,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-laboratory-request-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,Flash collected/received/rejected
ACV7-IMPL-0138,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/request/:requestId/collect,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-specimen-collection-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.manage,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0139,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/specimen/:specimenId/receive,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-specimen-receipt-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.manage,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0140,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/specimen/:specimenId/reject,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-specimen-rejected-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.manage,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0141,AUTHENTICATED_APP,LABORATORY,GET,/app/diagnostics/laboratory/request/:requestId/result,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-enter-laboratory-result-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.manage,true,laboratory,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0142,AUTHENTICATED_APP,RADIOLOGY,GET,/app/diagnostics/radiology,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-radiology-dashboard-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.radiology.view,true,radiology,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0143,AUTHENTICATED_APP,RADIOLOGY,GET,/app/diagnostics/radiology/queue,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-radiology-queue-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.radiology.view,true,radiology,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0144,AUTHENTICATED_APP,RADIOLOGY,GET,/app/diagnostics/radiology/request/:requestId/report,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-enter-radiology-report-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.radiology.manage,true,radiology,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0145,AUTHENTICATED_APP,DIAGNOSTICS,GET,/app/diagnostics/critical-alert/:resultId,src/activeclinic/http/activeClinicDiagnosticsRoutes.js,,views/activeclinic/app/diagnostics-critical-result-alert-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.lab.view|activeclinic.radiology.view,true,diagnostics,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0146,AUTHENTICATED_APP,BILLING,GET,/app/billing,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-dashboard-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.view,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0147,AUTHENTICATED_APP,BILLING,GET,/app/billing/catalog,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-catalog-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.view,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0148,AUTHENTICATED_APP,BILLING,GET,/app/billing/catalog/new,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-catalog-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.manage,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0149,AUTHENTICATED_APP,BILLING,GET,/app/billing/patients/:patientNumber,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-patient-account-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.view,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0150,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.view,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0151,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices/new,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-create-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.create,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0152,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices/:invoiceId,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.view,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0153,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices/:invoiceId/post,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-post-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.manage,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0154,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices/:invoiceId/void,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-void-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.manage,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0155,AUTHENTICATED_APP,BILLING,GET,/app/billing/invoices/:invoiceId/amend,src/activeclinic/http/activeClinicBillingRoutes.js,,views/activeclinic/app/billing-invoice-amend-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.billing.manage,true,billing,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0156,AUTHENTICATED_APP,CASHIER,GET,/app/cashier,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-dashboard-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0157,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/open,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-open-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0158,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/session,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-session-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0159,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/close,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-close-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0160,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/payment,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-payment-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.payment.record,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0161,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/receipt/:receiptNumber,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-receipt-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.payment.view,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0162,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/history,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-history-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0163,AUTHENTICATED_APP,CASHIER,GET,/app/cashier/session/closed,src/activeclinic/http/activeClinicCashierRoutes.js,,views/activeclinic/app/cashier-session-closed-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.cashier.open_session,true,cashier,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0164,AUTHENTICATED_APP,STAFF,GET,/app/staff,src/activeclinic/http/activeClinicStaffRoutes.js,,views/activeclinic/app/staff-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.staff.view,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0165,AUTHENTICATED_APP,STAFF,GET,/app/staff,src/activeclinic/http/activeClinicStaffRoutes.js,,views/activeclinic/app/staff-list-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,EMPTY_STATE,EMPTY,true,activeclinic.staff.view,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0166,AUTHENTICATED_APP,STAFF,GET,/app/staff/new,src/activeclinic/http/activeClinicStaffRoutes.js,,views/activeclinic/app/staff-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.staff.create,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0167,AUTHENTICATED_APP,STAFF,GET,/app/staff/:staffId,src/activeclinic/http/activeClinicStaffRoutes.js,,views/activeclinic/app/staff-detail-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.staff.view,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
ACV7-IMPL-0168,AUTHENTICATED_APP,STAFF,GET,/app/staff/:staffId/edit,src/activeclinic/http/activeClinicStaffRoutes.js,,views/activeclinic/app/staff-form-content.ejs,layouts/app-shell.ejs,DESKTOP|MOBILE,PRIMARY_SCREEN,DEFAULT,true,activeclinic.staff.update,true,,CONDITIONALLY_REACHABLE,Registered /app route + permission/department gates,partials/sidebar.ejs|partials/ac-inline-state.ejs,public/activeclinic/ac-shell-nav.js,FULLY_DATA_DRIVEN,
